zipcode,daily commute time,violent_crime_index,property_crime_index,Provider ID,Hospital Name,Location,State,County Name,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,schoolid,schoolname,lat,lng,schoollevel,schooltype,average score,teacher student ratio,enrollment,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
90745,26.0,32.7,38.6,,,,,,"71,757","57,219",36.4,8.1,7.1,35.7,43.2,5.9,62271002906.0,Catskill Avenue Elementary,33.811541999999996,-118.270757,Elementary,public,36.06,23.8,573.0,81.7,9.25,10.99,74.17,3.66,0.7,1.23
90745,26.0,32.7,38.6,,,,,,"71,757","57,219",36.4,8.1,7.1,35.7,43.2,5.9,62271002952.0,Del Amo Elementary,33.835913,-118.24033600000001,Elementary,public,30.88,21.1,380.0,73.2,23.42,18.42,41.05,5.53,4.47,7.11
90745,26.0,32.7,38.6,,,,,,"71,757","57,219",36.4,8.1,7.1,35.7,43.2,5.9,62271002962.0,Dolores Street Elementary,33.821847,-118.27200900000001,Elementary,public,31.16,24.7,594.0,81.3,8.42,22.39,56.23,6.4,1.01,5.55
90745,26.0,32.7,38.6,,,,,,"71,757","57,219",36.4,8.1,7.1,35.7,43.2,5.9,62271002971.0,Eagle Tree Continuation,33.820877,-118.27538500000001,High,public,10.78,24.6,74.0,85.1,10.81,4.05,81.08,1.35,2.7,0.01
90745,26.0,32.7,38.6,,,,,,"71,757","57,219",36.4,8.1,7.1,35.7,43.2,5.9,62271003460.0,Stephen M. White Middle,33.826909,-118.284663,Middle,public,32.28,23.5,1669.0,76.5,12.16,18.87,60.22,3.24,1.5,4.01
90745,26.0,32.7,38.6,,,,,,"71,757","57,219",36.4,8.1,7.1,35.7,43.2,5.9,62271003411.0,Two Hundred Thirty-Second Place,33.814183,-118.282311,Elementary,public,63.4,22.5,428.0,67.3,7.71,24.07,56.07,6.54,3.27,2.34
90746,29.0,27.7,32.8,,,,,,"75,031","26,852",40.3,4.8,54.0,7.5,23.6,10.1,62271002809.0,Ambler Avenue Elementary,33.87808,-118.27143600000001,Elementary,public,33.15,23.7,546.0,77.3,81.68,1.47,15.38,0.92,0.37,0.18
90746,29.0,27.7,32.8,,,,,,"75,031","26,852",40.3,4.8,54.0,7.5,23.6,10.1,62271002818.0,Annalee Avenue Elementary,33.854344,-118.252301,Elementary,public,9.34,22.2,222.0,82.4,82.43,1.35,13.06,0.9,1.35,0.91
90746,29.0,27.7,32.8,,,,,,"75,031","26,852",40.3,4.8,54.0,7.5,23.6,10.1,62271002866.0,Broadacres Avenue Elementary,33.854261,-118.23948899999999,Elementary,public,40.5,21.6,303.0,82.2,80.86,0.99,12.87,2.64,1.98,0.66
90746,29.0,27.7,32.8,,,,,,"75,031","26,852",40.3,4.8,54.0,7.5,23.6,10.1,62271002944.0,Glenn Hammond Curtiss Middle,33.850577,-118.25072,Middle,public,25.68,16.6,442.0,88.2,45.48,2.04,50.68,0.23,1.13,0.44
90746,29.0,27.7,32.8,,,,,,"75,031","26,852",40.3,4.8,54.0,7.5,23.6,10.1,62271003130.0,Leapwood Avenue Elementary,33.856215999999996,-118.26156399999999,Elementary,public,18.3,18.6,279.0,71.3,75.99,2.87,15.41,1.43,2.51,1.79
91384,31.0,21.2,26.3,,,,,,"102,273","29,283",32.7,44.6,6.1,6.2,37.3,5.8,60774000738.0,Castaic Elementary,34.471764,-118.63094299999999,Elementary,public,73.77,25.5,511.0,12.9,3.13,13.7,27.59,51.27,3.72,0.59
91384,31.0,21.2,26.3,,,,,,"102,273","29,283",32.7,44.6,6.1,6.2,37.3,5.8,60774009121.0,Castaic Middle,34.470824,-118.640599,Middle,public,70.22,23.2,578.0,26.5,2.77,9.17,42.04,42.39,3.46,0.17
91384,31.0,21.2,26.3,,,,,,"102,273","29,283",32.7,44.6,6.1,6.2,37.3,5.8,60774009341.0,Live Oak Elementary,34.450516,-118.62018400000001,Elementary,public,59.77,28.0,567.0,33.7,1.94,3.88,51.5,39.68,3.0,0.0
91384,31.0,21.2,26.3,,,,,,"102,273","29,283",32.7,44.6,6.1,6.2,37.3,5.8,60774011330.0,Northlake Hills Elementary,34.511035,-118.627995,Elementary,public,75.05,27.7,577.0,36.4,1.56,3.81,46.1,44.19,3.99,0.35
91384,31.0,21.2,26.3,,,,,,"102,273","29,283",32.7,44.6,6.1,6.2,37.3,5.8,64251012191.0,Santa Clarita Valley International,34.450486,-118.62461499999999,Alternative,charter,44.05,21.7,879.0,19.1,2.39,1.82,28.78,55.4,11.26,0.35
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162010232.0,ABC Secondary (Alternative),33.881046000000005,-118.045455,High,public,15.16,52.2,69.0,53.6,4.35,7.25,78.26,8.7,1.45,0.0
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000004.0,Bragg Elementary,33.855639000000004,-118.089095,Elementary,public,85.88,26.4,660.0,33.0,9.7,43.94,33.33,7.42,4.55,1.06
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000007.0,Carmenita Middle,33.881164,-118.04614199999999,Middle,public,95.23,27.0,702.0,28.6,8.4,58.69,24.36,5.56,2.42,0.57
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000008.0,Carver (Charles J.) Elementary,33.856097,-118.068554,Elementary,public,89.31,27.3,628.0,43.9,13.38,30.89,44.9,7.8,1.91,1.12
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000009.0,Cerritos Elementary,33.865565999999994,-118.041123,Elementary,public,95.85,27.9,671.0,16.2,5.07,64.83,17.14,6.56,5.07,1.33
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000010.0,Cerritos High,33.86497,-118.065079,High,public,94.65,25.4,2180.0,28.6,6.7,59.45,24.13,6.47,2.71,0.54
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000011.0,Elliott (William F) Elementary,33.864948999999996,-118.07035900000001,Elementary,public,85.91,27.9,559.0,49.2,8.41,35.78,34.88,15.21,4.11,1.61
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000014.0,Gahr (Richard) High,33.873563,-118.09436699999999,High,public,75.12,24.1,2019.0,53.3,15.8,28.23,45.91,7.13,1.68,1.25
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000015.0,Gonsalves (Joe A.) Elementary,33.87822,-118.04150800000001,Elementary,public,97.79,25.4,635.0,18.3,3.94,73.54,14.96,6.61,0.63,0.32
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000016.0,Haskell (Pliny Fisk) Middle,33.846475,-118.08798700000001,Middle,public,59.04,23.7,544.0,65.1,12.32,21.51,51.47,10.11,2.39,2.2
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000018.0,Juarez (Benito) Elementary,33.875046999999995,-118.07787900000001,Elementary,public,42.88,22.8,343.0,75.8,13.12,15.16,64.72,4.96,1.46,0.58
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000021.0,Leal (Frank C.) Elementary,33.860805,-118.055973,Elementary,public,97.98,26.5,742.0,16.3,4.99,67.25,16.71,5.66,4.99,0.4
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000024.0,Nixon (Patricia) Elementary,33.852289,-118.07596799999999,Elementary,public,81.02,26.8,804.0,29.7,10.82,38.43,34.45,10.32,5.72,0.26
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000026.0,Stowers(Cecil B.) Elementary,33.875709,-118.04784099999999,Elementary,public,88.09,27.2,654.0,26.1,6.73,52.45,31.5,6.73,2.14,0.45
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000027.0,Tetzlaff (Martin B.) Middle,33.847827,-118.06824099999999,Middle,public,78.59,25.8,663.0,39.8,9.65,40.12,38.16,8.3,3.02,0.75
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000028.0,Tracy (Wilbur) High (Continuation),33.878393,-118.07161299999999,High,public,13.99,20.1,315.0,64.1,8.89,7.62,71.75,8.89,0.95,1.9
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000029.0,Whitney (Gretchen) High,33.87802,-118.05441299999998,High,public,99.26,25.4,1011.0,20.2,1.48,78.04,13.55,4.15,1.88,0.9
90703,33.0,16.1,27.2,,,,,,"90,613","50,877",44.2,16.0,7.0,61.0,12.6,3.4,60162000031.0,Wittmann (Helen) Elementary,33.877757,-118.05803999999999,Elementary,public,95.27,27.0,569.0,24.4,7.73,59.23,23.73,5.62,2.99,0.7
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000886.0,Chaparral Elementary,34.116946999999996,-117.70821299999999,Elementary,public,88.61,25.9,648.0,17.1,2.16,15.12,26.39,47.99,8.33,0.01
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000887.0,Claremont High,34.112595,-117.721426,High,public,88.52,25.8,2405.0,31.9,4.66,12.02,39.0,34.93,8.94,0.45
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876008015.0,Community Day,34.083779,-117.71583000000001,High,public,12.61,9.4,16.0,81.3,6.25,0.0,81.25,12.5,0.0,0.0
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000888.0,Condit Elementary,34.115565000000004,-117.728044,Elementary,public,79.47,26.3,686.0,26.5,3.79,15.89,32.22,37.32,10.5,0.28
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000890.0,El Roble Intermediate,34.099807,-117.730333,Middle,public,82.17,24.4,1108.0,34.8,5.42,10.29,41.52,35.65,6.68,0.44
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000891.0,Mountain View Elementary,34.105897,-117.73016499999999,Elementary,public,50.37,26.9,512.0,56.1,7.03,11.33,56.84,17.38,6.45,0.97
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000892.0,Oakmont Elementary,34.091640000000005,-117.715754,Elementary,public,42.09,23.5,282.0,54.6,7.09,6.03,59.22,20.92,6.03,0.71
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000893.0,San Antonio High (Continuation),34.083594,-117.71608,High,public,29.48,17.2,82.0,54.9,8.54,4.88,59.76,24.39,2.44,0.0
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000894.0,Sumner Elementary,34.116521,-117.74166399999999,Elementary,public,57.84,25.0,526.0,45.8,6.27,3.23,51.71,32.13,6.08,0.58
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000895.0,Sycamore Elementary,34.101879,-117.71763100000001,Elementary,public,84.58,26.6,400.0,14.0,1.25,7.75,23.25,56.0,10.75,1.0
91711,27.0,19.8,28.4,,,,,,"89,508","36,933",39.8,56.4,4.2,15.1,21.2,3.1,60876000896.0,Vista del Valle Elementary,34.086323,-117.72233600000001,Elementary,public,70.0,25.7,335.0,77.6,7.46,10.45,67.16,11.94,2.39,0.6
90040,28.0,53.3,68.1,,,,,,"44,531","12,925",35.2,2.0,0.9,1.0,95.7,0.4,,,,,,,,,,,,,,,,
90220,31.0,56.0,54.7,,,,,,"45,474","51,713",30.3,2.2,37.6,1.0,57.5,1.7,,,,,,,,,,,,,,,,
90221,30.0,59.5,58.4,,,,,,"42,753","54,259",27.6,1.1,21.1,0.5,76.6,0.7,60962011323.0,Clinton William Jefferson,33.895345,-118.18314299999999,Elementary,public,62.76,27.1,923.0,82.2,4.01,0.11,93.72,0.76,0.76,0.64
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,60360000271.0,Alice M. Ellington Elementary,34.103557,-117.920608,Elementary,public,39.97,23.1,533.0,71.9,0.75,3.56,89.49,5.82,0.19,0.19
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,61005001088.0,Ben Lomond Elementary,34.099994,-117.87828200000001,Elementary,public,48.3,26.0,472.0,80.3,3.6,7.63,79.03,8.05,0.85,0.84
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,61005001090.0,Fairvalley High (Continuation),34.101565,-117.90423500000001,High,public,9.53,14.4,159.0,77.4,6.29,0.0,88.05,5.03,0.0,0.63
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,60360000273.0,Gladstone High,34.104564,-117.91349,High,public,54.28,23.9,1218.0,74.4,0.99,2.05,92.53,3.53,0.49,0.41
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,61005001098.0,Las Palmas Middle,34.091291,-117.91759499999999,Middle,public,43.43,24.3,878.0,76.8,1.71,5.01,85.31,4.78,2.85,0.34
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,61005001099.0,Manzanita Elementary,34.089053,-117.93905500000001,Elementary,public,57.36,21.0,252.0,81.0,2.78,4.76,85.71,5.56,0.4,0.79
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,61005001100.0,Merwin Elementary,34.096501,-117.93058700000002,Elementary,public,47.59,21.6,390.0,76.7,2.05,3.33,87.44,4.62,2.31,0.25
91722,33.0,28.7,35.7,,,,,,"63,740","36,557",34.4,20.4,1.9,9.7,66.1,1.9,61005001102.0,Northview High,34.094364,-117.911079,High,public,65.07,25.6,1314.0,69.3,3.2,5.56,74.96,9.28,6.32,0.68
91723,32.0,39.0,47.7,50382.0,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,"210 W SAN BERNARDINO ROAD COVINA, CA 91723 (34.089947, -117.893666)",CA,LOS ANGELES,"60,532","20,193",33.3,26.4,3.7,10.7,56.1,3.1,61005001087.0,Barranca Elementary,34.075989,-117.88228400000001,Elementary,public,64.23,24.4,624.0,66.7,4.17,7.69,74.52,9.62,3.04,0.96
91723,32.0,39.0,47.7,50382.0,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,"210 W SAN BERNARDINO ROAD COVINA, CA 91723 (34.089947, -117.893666)",CA,LOS ANGELES,"60,532","20,193",33.3,26.4,3.7,10.7,56.1,3.1,61005001093.0,Covina High,34.081641999999995,-117.89967800000001,High,public,59.66,24.4,1270.0,70.7,2.13,8.74,75.75,10.24,2.76,0.38
91723,32.0,39.0,47.7,50382.0,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,"210 W SAN BERNARDINO ROAD COVINA, CA 91723 (34.089947, -117.893666)",CA,LOS ANGELES,"60,532","20,193",33.3,26.4,3.7,10.7,56.1,3.1,61005001094.0,Cypress Elementary,34.096711,-117.895247,Elementary,public,40.51,23.2,673.0,77.6,3.42,6.09,79.94,7.28,3.12,0.15
91723,32.0,39.0,47.7,50382.0,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,"210 W SAN BERNARDINO ROAD COVINA, CA 91723 (34.089947, -117.893666)",CA,LOS ANGELES,"60,532","20,193",33.3,26.4,3.7,10.7,56.1,3.1,61005001104.0,Sierra Vista Middle,34.083009000000004,-117.874825,Middle,public,57.85,23.3,818.0,65.0,4.03,10.39,68.46,13.94,2.44,0.74
91723,32.0,39.0,47.7,50382.0,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,"210 W SAN BERNARDINO ROAD COVINA, CA 91723 (34.089947, -117.893666)",CA,LOS ANGELES,"60,532","20,193",33.3,26.4,3.7,10.7,56.1,3.1,61005001105.0,South Hills High,34.062072,-117.88266000000002,High,public,72.39,23.9,1647.0,53.7,2.73,11.54,64.0,16.39,5.1,0.24
91723,32.0,39.0,47.7,50382.0,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,"210 W SAN BERNARDINO ROAD COVINA, CA 91723 (34.089947, -117.893666)",CA,LOS ANGELES,"60,532","20,193",33.3,26.4,3.7,10.7,56.1,3.1,61005001106.0,Traweek Middle,34.079713,-117.90370700000001,Middle,public,48.22,24.4,879.0,72.0,1.71,10.13,77.36,7.17,3.07,0.56
91724,35.0,25.8,33.1,,,,,,"75,420","25,755",37.6,33.5,4.0,10.1,50.4,2.0,60819000799.0,Badillo Elementary,34.087046,-117.85453899999999,Elementary,public,45.34,22.6,453.0,64.7,2.21,4.86,77.04,13.47,2.21,0.21
91724,35.0,25.8,33.1,,,,,,"75,420","25,755",37.6,33.5,4.0,10.1,50.4,2.0,60819000800.0,Cedargrove Elementary,34.101003999999996,-117.864392,Elementary,public,59.9,26.1,758.0,61.1,2.51,7.39,71.64,13.98,3.56,0.92
91724,35.0,25.8,33.1,,,,,,"75,420","25,755",37.6,33.5,4.0,10.1,50.4,2.0,60819000801.0,Charter Oak High,34.098408,-117.86143200000001,High,public,67.27,24.4,1566.0,49.6,3.77,7.73,62.39,22.8,2.62,0.69
91724,35.0,25.8,33.1,,,,,,"75,420","25,755",37.6,33.5,4.0,10.1,50.4,2.0,60819000802.0,Glen Oak Elementary,34.096847,-117.845615,Elementary,public,53.49,25.2,430.0,63.7,3.72,5.58,69.3,18.14,2.79,0.47
91724,35.0,25.8,33.1,,,,,,"75,420","25,755",37.6,33.5,4.0,10.1,50.4,2.0,60819000804.0,Royal Oak Middle,34.083597,-117.86492,Middle,public,57.83,23.7,712.0,55.2,2.53,7.3,65.31,20.65,3.09,1.12
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,62271002860.0,Braddock Drive Elementary,33.992269,-118.41544499999999,Elementary,public,61.44,22.0,419.0,63.0,9.79,10.5,57.76,14.56,6.92,0.47
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,61026001116.0,Culver City High,34.006608,-118.40240700000001,High,public,82.05,23.7,2076.0,33.9,20.23,12.33,38.68,24.76,3.18,0.82
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,61026001115.0,Culver City Middle,34.006190999999994,-118.40115,Middle,public,80.53,25.0,1617.0,32.1,14.29,12.18,37.66,27.52,7.54,0.81
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,61026007691.0,Culver Park High,34.006259,-118.40239199999999,High,public,16.24,10.8,38.0,47.4,13.16,2.63,52.63,31.58,0.0,0.0
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,61026003192.0,El Marino Elementary,33.992226,-118.400856,Elementary,public,95.43,23.5,823.0,9.8,3.52,16.16,39.85,21.75,18.71,0.01
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,61026001118.0,El Rincon Elementary,33.995838,-118.391291,Elementary,public,67.61,21.2,552.0,37.5,29.53,8.7,33.51,17.57,9.96,0.73
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,61026001119.0,Farragut Elementary,34.007315000000006,-118.39929599999999,Elementary,public,92.72,23.8,572.0,11.7,8.04,15.21,19.41,48.78,8.22,0.34
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,62271003283.0,Playa del Rey Elementary,33.982496000000005,-118.40938200000001,Elementary,public,85.91,22.2,267.0,46.8,15.73,11.24,41.95,22.47,8.24,0.37
90230,28.0,34.8,46.3,,,,,,"73,786","32,657",38.4,38.3,6.9,16.0,34.0,4.8,62271003375.0,Stoner Avenue Elementary,33.995096999999994,-118.413344,Elementary,public,22.78,19.2,308.0,93.5,2.92,1.3,90.91,4.22,0.32,0.33
90232,25.0,35.4,48.2,,,,,,"71,316","14,865",39.4,47.4,7.6,11.9,28.9,4.2,61026001121.0,La Ballona Elementary,34.013568,-118.41013999999998,Elementary,public,61.02,23.2,580.0,54.1,4.66,8.1,65.0,14.83,7.07,0.34
90232,25.0,35.4,48.2,,,,,,"71,316","14,865",39.4,47.4,7.6,11.9,28.9,4.2,61026001120.0,Linwood E. Howe Elementary,34.021865999999996,-118.392429,Elementary,public,70.41,20.2,548.0,32.8,9.12,9.49,36.5,34.85,10.04,0.0
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,63132004836.0,Armstrong Elementary,34.021021999999995,-117.817907,Elementary,public,56.07,25.5,383.0,55.6,7.57,15.67,60.05,10.97,5.48,0.26
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,64128006833.0,Castle Rock Elementary,33.972365,-117.843263,Elementary,public,91.31,26.0,676.0,10.1,1.48,64.64,20.27,7.4,5.62,0.59
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,64128006834.0,Chaparral Middle,33.995305,-117.818522,Middle,public,95.11,25.9,1222.0,10.9,3.03,65.22,19.23,9.57,2.7,0.25
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,64128007894.0,Diamond Bar High,33.98257,-117.83894199999999,High,public,92.58,26.1,3042.0,10.2,2.7,65.71,19.0,10.29,1.87,0.43
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,63132004838.0,Diamond Point Elementary,34.032458,-117.79775,Elementary,public,57.66,25.0,326.0,62.9,6.44,14.11,68.4,7.98,3.07,-0.0
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,64128006838.0,Evergreen Elementary,33.979265999999996,-117.834376,Elementary,public,94.5,24.5,613.0,12.4,0.98,69.66,16.31,7.34,5.22,0.49
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,63132004843.0,Golden Springs Elementary,34.024715,-117.801405,Elementary,public,64.36,26.2,368.0,63.3,5.43,6.52,72.83,11.14,3.53,0.55
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,63132004851.0,Lorbeer Middle,34.016951,-117.80798,Middle,public,56.33,23.5,707.0,58.7,6.93,11.74,69.31,8.63,2.97,0.42
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,64128006839.0,Maple Hill Elementary,33.996466,-117.825121,Elementary,public,92.68,25.4,535.0,10.1,1.5,66.92,17.01,7.48,6.36,0.73
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,63132010534.0,Pantera Elementary,34.010996999999996,-117.790861,Elementary,public,87.81,24.8,373.0,38.3,5.9,38.61,42.63,7.77,2.95,2.14
91765,36.0,15.9,22.4,,,,,,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,64128009205.0,Quail Summit Elementary,33.995501000000004,-117.81111999999999,Elementary,public,96.23,26.4,635.0,11.0,2.68,62.68,20.63,7.56,4.88,1.57
90090,0.0,29.1,35.1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
90240,30.0,28.5,36.4,,,,,,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,61146001266.0,Gallatin Elementary,33.955991999999995,-118.11771100000001,Elementary,public,70.06,26.9,701.0,52.9,1.85,4.14,82.03,10.56,1.14,0.28
90240,30.0,28.5,36.4,,,,,,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,61146001268.0,Griffiths Middle,33.958489,-118.129469,Middle,public,61.14,25.8,1347.0,67.3,1.56,4.01,89.53,3.93,0.74,0.23
90240,30.0,28.5,36.4,,,,,,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,61146001271.0,Price Elementary,33.960341,-118.128249,Elementary,public,72.65,25.5,844.0,61.3,1.18,2.25,92.3,3.55,0.71,0.01
90240,30.0,28.5,36.4,,,,,,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,61146003196.0,Unsworth Elementary,33.956183,-118.10703999999998,Elementary,public,77.62,24.6,690.0,73.6,2.61,1.74,92.32,2.9,0.29,0.14
90241,30.0,39.9,49.0,50393.0,PIH HOSPITAL - DOWNEY,"11500 BROOKSHIRE AVENUE DOWNEY, CA 90241 (33.935563, -118.131703)",CA,LOS ANGELES,"56,059","44,097",35.9,17.0,2.9,7.0,71.4,1.7,61146001262.0,Columbus Continuation,33.919574,-118.115967,High,public,11.61,13.5,228.0,69.7,2.63,0.44,89.91,6.14,0.0,0.88
90241,30.0,39.9,49.0,50393.0,PIH HOSPITAL - DOWNEY,"11500 BROOKSHIRE AVENUE DOWNEY, CA 90241 (33.935563, -118.131703)",CA,LOS ANGELES,"56,059","44,097",35.9,17.0,2.9,7.0,71.4,1.7,61146001265.0,Doty Middle,33.94288,-118.112055,Middle,public,54.5,25.4,1386.0,63.3,1.8,3.75,86.87,7.14,0.29,0.15
90242,30.0,40.2,48.6,50717.0,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,"7601 EAST IMPERIAL HIGHWAY DOWNEY, CA 90242",CA,LOS ANGELES,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,61146001261.0,Carpenter Elementary,33.910540999999995,-118.132747,Elementary,public,43.73,28.8,491.0,83.1,3.87,1.83,90.63,2.85,0.41,0.41
90242,30.0,40.2,48.6,50717.0,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,"7601 EAST IMPERIAL HIGHWAY DOWNEY, CA 90242",CA,LOS ANGELES,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,61146001267.0,Gauldin Elementary,33.920386,-118.120122,Elementary,public,39.82,25.1,628.0,87.9,4.46,1.91,89.33,3.18,0.48,0.64
90242,30.0,40.2,48.6,50717.0,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,"7601 EAST IMPERIAL HIGHWAY DOWNEY, CA 90242",CA,LOS ANGELES,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,61146010237.0,Lewis Elementary,33.911103000000004,-118.124903,Elementary,public,72.75,25.1,786.0,72.5,4.58,4.45,86.51,2.8,1.4,0.26
